                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                  1.423,                0.94884,                 1.1692,                0.70691,                0.66074,                0.73631,                0.34067,                 1.5886,                   1.15,                 1.3552,              0.0018733,              0.0018733,              0.0018733
                     66,                 1.3007,                0.94525,                  1.203,                0.70691,                0.66074,                0.73631,                0.34067,                 1.5886,                   1.15,                 1.3552,              0.0018713,              0.0018713,              0.0018713
                     67,                 1.2749,                0.89209,                 1.1923,                   0.79,                0.74388,                 0.8265,                0.46812,                 1.5666,                 1.0945,                 1.2811,              0.0018693,              0.0018693,              0.0018693
                     68,                 1.2718,                0.86615,                 1.1802,                   0.79,                0.74388,                 0.8265,                0.46812,                 1.5666,                 1.0945,                 1.2811,              0.0018673,              0.0018673,              0.0018673
                     69,                 1.2873,                0.87925,                 1.1755,                0.79737,                 0.7951,                0.87076,                0.56426,                 1.3558,                 1.0488,                 1.1859,              0.0018654,              0.0018654,              0.0018654
                     70,                 1.1942,                0.91886,                  1.172,                0.79737,                 0.7951,                0.87076,                0.56426,                 1.3558,                 1.0488,                 1.1859,              0.0018634,              0.0018634,              0.0018634
                     71,                 1.1892,                0.88074,                 1.1475,                0.79894,                0.80401,                0.87284,                0.58663,                 1.1673,                0.88939,                 1.1438,              0.0018614,              0.0018614,              0.0018614
                     72,                 1.2864,                0.93449,                 1.2735,                0.79894,                0.80401,                0.87284,                0.58663,                 1.1673,                0.88939,                 1.1438,              0.0018594,              0.0018594,              0.0018594
                     73,                 1.4139,                0.98397,                 1.1963,                0.74859,                0.87537,                0.86713,                0.59514,                 1.0369,                0.85087,                 1.1118,              0.0018574,              0.0018574,              0.0018574
                     74,                 1.2262,                0.92311,                 1.2758,                0.74859,                0.87537,                0.86713,                0.59514,                 1.0369,                0.85087,                 1.1118,              0.0018555,              0.0018555,              0.0018555
                     75,                 1.3225,                0.87936,                 1.1264,                0.76311,                0.87528,                0.87801,                0.53545,                 1.2716,                0.99086,                   1.15,              0.0018535,              0.0018535,              0.0018535
                     76,                 1.2539,                0.91431,                 1.1571,                0.76311,                0.87528,                0.87801,                0.53545,                 1.2716,                0.99086,                   1.15,              0.0018515,              0.0018515,              0.0018515
                     77,                 1.2547,                0.91923,                  1.167,                0.79719,                0.83964,                0.89346,                 0.5618,                 1.2887,                0.95421,                 1.1602,              0.0018495,              0.0018495,              0.0018495
                     78,                 1.1653,                0.84588,                 1.1598,                0.79719,                0.83964,                0.89346,                 0.5618,                 1.2887,                0.95421,                 1.1602,              0.0018475,              0.0018475,              0.0018475
                     79,                 1.1865,                0.84994,                  1.148,                0.76769,                0.80958,                0.85938,                0.58529,                  1.139,                0.94657,                 1.1143,              0.0018456,              0.0018456,              0.0018456
