                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.4223,                0.99323,                 1.3137,                      0,                      0,                      0,                      0,                 6.6702,                 4.1707,                 4.4857,               0.001901,               0.001901,               0.001901
                     51,                  1.408,                 1.0723,                 1.4104,                      0,                      0,                      0,                      0,                 6.6321,                 4.0692,                 4.3213,               0.001901,               0.001901,               0.001901
                     52,                 1.4664,                 1.0864,                 1.3408,                      0,                      0,                      0,                      0,                 6.6321,                 4.0692,                 4.3213,               0.001899,               0.001899,               0.001899
                     53,                 1.4047,                 1.0587,                 1.4148,                      0,                      0,                      0,                      0,                 6.5526,                 4.0695,                  4.073,               0.001897,               0.001897,               0.001897
                     54,                 1.3141,                 1.0267,                 1.4228,                      0,                      0,                      0,                      0,                 6.5526,                 4.0695,                  4.073,              0.0018951,              0.0018951,              0.0018951
                     55,                 1.3422,                0.95728,                 1.2691,                      0,                      0,                      0,                      0,                 6.4568,                 3.9001,                 3.8763,              0.0018931,              0.0018931,              0.0018931
                     56,                 1.2791,                0.93878,                 1.2678,                      0,                      0,                      0,                      0,                 6.4568,                 3.9001,                 3.8763,              0.0018911,              0.0018911,              0.0018911
                     57,                 1.4559,                 1.0368,                 1.2763,                0.00019,                0.00223,                 0.0001,                  2e-05,                  6.373,                 3.7747,                  3.757,              0.0018891,              0.0018891,              0.0018891
                     58,                 1.3458,                0.93748,                 1.2118,                0.00019,                0.00223,                 0.0001,                  2e-05,                  6.373,                 3.7747,                  3.757,              0.0018871,              0.0018871,              0.0018871
                     59,                 1.2413,                 0.9754,                 1.2704,                0.00017,                0.00223,                  9e-05,                  4e-05,                 6.2468,                 3.6856,                 3.6324,              0.0018852,              0.0018852,              0.0018852
                     60,                 1.2494,                0.91504,                 1.2653,                0.00017,                0.00223,                  9e-05,                  4e-05,                 6.2468,                 3.6856,                 3.6324,              0.0018832,              0.0018832,              0.0018832
                     61,                 1.5456,                0.98122,                 1.2737,                0.00127,                0.01782,                0.00075,                0.00015,                 5.7847,                 3.4745,                  3.412,              0.0018812,              0.0018812,              0.0018812
                     62,                 1.3908,                 0.9876,                 1.2883,                0.00127,                0.01782,                0.00075,                0.00015,                 5.7847,                 3.4745,                  3.412,              0.0018792,              0.0018792,              0.0018792
                     63,                 1.4351,                 1.0161,                 1.2372,                0.02143,                0.30067,                0.10766,                0.02675,                 4.0762,                 2.8735,                   3.05,              0.0018772,              0.0018772,              0.0018772
                     64,                    1.6,                 1.0886,                 1.4115,                0.02143,                0.30067,                0.10766,                0.02675,                 4.0762,                 2.8735,                   3.05,              0.0018753,              0.0018753,              0.0018753
                     65,                 1.4296,                 1.0337,                 1.2185,                0.04794,                0.67261,                0.17612,                0.05869,                 2.8973,                 2.4377,                  2.632,              0.0018733,              0.0018733,              0.0018733
                     66,                 1.4928,                 1.0422,                 1.3084,                0.04794,                0.67261,                0.17612,                0.05869,                 2.8973,                 2.4377,                  2.632,              0.0018713,              0.0018713,              0.0018713
                     67,                 1.4157,                0.97637,                 1.2823,                0.32273,                0.31414,                0.28479,                0.08644,                 2.4258,                 2.0455,                 2.1361,              0.0018693,              0.0018693,              0.0018693
                     68,                 1.2359,                0.91956,                 1.2372,                0.32273,                0.31414,                0.28479,                0.08644,                 2.4258,                 2.0455,                 2.1361,              0.0018673,              0.0018673,              0.0018673
                     69,                 1.2514,                0.93409,                 1.2347,                0.55516,                0.49197,                0.54988,                0.21699,                 1.9481,                 1.6096,                 1.7015,              0.0018654,              0.0018654,              0.0018654
                     70,                 1.3333,                 1.0131,                 1.2633,                0.55516,                0.49197,                0.54988,                0.21699,                 1.9481,                 1.6096,                 1.7015,              0.0018634,              0.0018634,              0.0018634
                     71,                 1.4326,                 0.9701,                  1.255,                0.66349,                0.61477,                 0.6936,                0.33113,                 1.7403,                 1.3605,                  1.512,              0.0018614,              0.0018614,              0.0018614
                     72,                 1.2986,                0.97103,                 1.3244,                0.66349,                0.61477,                 0.6936,                0.33113,                 1.7403,                 1.3605,                  1.512,              0.0018594,              0.0018594,              0.0018594
                     73,                 1.4168,                 1.0118,                 1.2274,                0.65011,                 0.7035,                0.74633,                0.32948,                 1.7433,                 1.2849,                 1.4663,              0.0018574,              0.0018574,              0.0018574
                     74,                 1.3223,                 1.0305,                 1.3374,                0.65011,                 0.7035,                0.74633,                0.32948,                 1.7433,                 1.2849,                 1.4663,              0.0018555,              0.0018555,              0.0018555
                     75,                 1.1762,                0.88762,                 1.1262,                0.68227,                 0.7652,                0.77955,                0.32461,                 1.7773,                 1.2896,                 1.4632,              0.0018535,              0.0018535,              0.0018535
                     76,                 1.3007,                0.95871,                 1.2008,                0.68227,                 0.7652,                0.77955,                0.32461,                 1.7773,                 1.2896,                 1.4632,              0.0018515,              0.0018515,              0.0018515
                     77,                 1.2829,                0.95688,                 1.2086,                0.73489,                0.82109,                0.84385,                0.42053,                 1.6129,                 1.1557,                 1.3776,              0.0018495,              0.0018495,              0.0018495
                     78,                 1.2183,                0.87209,                 1.1944,                0.73489,                0.82109,                0.84385,                0.42053,                 1.6129,                 1.1557,                 1.3776,              0.0018475,              0.0018475,              0.0018475
