                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                 1.1907,                0.82228,                  1.069,                0.81563,                0.88196,                0.90923,                0.71604,                 0.9207,                0.85568,                 1.0541,              0.0017822,              0.0017822,              0.0017822
                    112,                 1.0748,                0.80602,                 1.1215,                0.81563,                0.88196,                0.90923,                0.71604,                 0.9207,                0.85568,                 1.0541,              0.0017802,              0.0017802,              0.0017802
                    113,                 1.0627,                0.84088,                  1.161,                0.81184,                0.90331,                0.91745,                0.69678,                 0.9736,                0.81996,                 1.0583,              0.0017782,              0.0017782,              0.0017782
                    114,                 1.0035,                0.82459,                  1.134,                0.81184,                0.90331,                0.91745,                0.69678,                 0.9736,                0.81996,                 1.0583,              0.0017763,              0.0017763,              0.0017763
                    115,                 1.0618,                0.76804,                 1.0903,                0.82074,                0.88717,                0.92443,                0.64599,                 1.0673,                0.80741,                 1.0709,              0.0017743,              0.0017743,              0.0017743
                    116,                 1.0551,                0.76425,                 1.1216,                0.82074,                0.88717,                0.92443,                0.64599,                 1.0673,                0.80741,                 1.0709,              0.0017723,              0.0017723,              0.0017723
                    117,                 1.0509,                0.76721,                  1.077,                0.79517,                0.90786,                0.92262,                0.68182,                0.96592,                0.77827,                 1.0457,              0.0017703,              0.0017703,              0.0017703
                    118,                 1.0566,                0.77265,                 1.0952,                0.79517,                0.90786,                0.92262,                0.68182,                0.96592,                0.77827,                 1.0457,              0.0017683,              0.0017683,              0.0017683
                    119,                0.97032,                0.79332,                 1.0873,                0.84324,                0.88654,                0.92531,                0.73598,                0.79977,                0.76757,                 1.0102,              0.0017664,              0.0017664,              0.0017664
                    120,                 1.2311,                0.97361,                 1.0245,                0.84324,                0.88654,                0.92531,                0.73598,                0.79977,                0.76757,                 1.0102,              0.0017644,              0.0017644,              0.0017644
                    121,                0.93956,                0.72996,                 1.0278,                0.84216,                0.87973,                0.92084,                0.68973,                0.92339,                 0.8956,                 1.0227,              0.0017624,              0.0017624,              0.0017624
                    122,                0.94702,                0.75573,                 1.0393,                0.84216,                0.87973,                0.92084,                0.68973,                0.92339,                 0.8956,                 1.0227,              0.0017604,              0.0017604,              0.0017604
                    123,                0.90051,                0.75539,                 1.0337,                0.84705,                0.87082,                0.91762,                0.67981,                0.97546,                 0.9585,                 1.0138,              0.0017584,              0.0017584,              0.0017584
                    124,                0.87078,                0.69743,                 1.0226,                0.84705,                0.87082,                0.91762,                0.67981,                0.97546,                 0.9585,                 1.0138,              0.0017565,              0.0017565,              0.0017565
                    125,                0.95713,                0.75718,                 1.0716,                0.82407,                 0.8659,                0.91901,                0.70128,                0.89487,                0.92418,                 1.0004,              0.0017545,              0.0017545,              0.0017545
                    126,                0.93332,                0.70587,                 1.0353,                0.82407,                 0.8659,                0.91901,                0.70128,                0.89487,                0.92418,                 1.0004,              0.0017525,              0.0017525,              0.0017525
                    127,                 0.9032,                0.70512,                 1.0445,                0.79989,                0.89918,                0.92196,                0.70678,                0.90965,                0.91129,                 1.0153,              0.0017505,              0.0017505,              0.0017505
                    128,                0.95304,                0.73966,                 1.0182,                0.79989,                0.89918,                0.92196,                0.70678,                0.90965,                0.91129,                 1.0153,              0.0017485,              0.0017485,              0.0017485
                    129,                0.93486,                0.82613,                 1.0467,                0.85469,                0.85746,                  0.925,                0.67078,                0.98826,                 0.8617,                 1.0407,              0.0017466,              0.0017466,              0.0017466
                    130,                0.97626,                0.76156,                 1.0502,                0.85469,                0.85746,                  0.925,                0.67078,                0.98826,                 0.8617,                 1.0407,              0.0017446,              0.0017446,              0.0017446
                    131,                0.94753,                0.73777,                 1.0575,                0.83951,                0.85523,                0.91323,                0.70703,                0.86244,                0.84987,                 1.0206,              0.0017426,              0.0017426,              0.0017426
                    132,                0.91821,                0.70372,                 1.0216,                0.83951,                0.85523,                0.91323,                0.70703,                0.86244,                0.84987,                 1.0206,              0.0017406,              0.0017406,              0.0017406
                    133,                0.93987,                0.72374,                 1.0547,                0.81769,                0.88902,                0.90836,                0.70589,                0.84165,                 0.7677,                 1.0164,              0.0017386,              0.0017386,              0.0017386
                    134,                0.94675,                 0.7494,                 1.0439,                0.81769,                0.88902,                0.90836,                0.70589,                0.84165,                 0.7677,                 1.0164,              0.0017367,              0.0017367,              0.0017367
                    135,                0.92005,                0.71222,                 1.0444,                0.84317,                0.87751,                0.92427,                0.71242,                0.89157,                0.72546,                 1.0225,              0.0017347,              0.0017347,              0.0017347
