                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                0.93733,                0.75851,                 1.0074,                0.83675,                0.89087,                0.92453,                0.69449,                0.88963,                0.72106,                0.97359,              0.0017367,              0.0017367,              0.0017367
                    135,                0.85414,                0.69789,                0.99665,                 0.8339,                 0.8931,                0.92759,                 0.7516,                0.75191,                0.66312,                0.94249,              0.0017347,              0.0017347,              0.0017347
                    136,                0.86408,                0.68354,                0.99227,                 0.8339,                 0.8931,                0.92759,                 0.7516,                0.75191,                0.66312,                0.94249,              0.0017327,              0.0017327,              0.0017327
                    137,                0.86976,                 0.7043,                 1.0057,                0.82285,                0.91314,                0.91854,                0.71368,                0.83754,                0.66943,                0.96485,              0.0017307,              0.0017307,              0.0017307
                    138,                 1.1184,                0.76566,                 1.0041,                0.82285,                0.91314,                0.91854,                0.71368,                0.83754,                0.66943,                0.96485,              0.0017287,              0.0017287,              0.0017287
                    139,                0.88901,                0.68302,                0.99112,                0.80594,                0.90645,                0.87873,                0.67055,                0.90076,                0.77007,                 0.9797,              0.0017268,              0.0017268,              0.0017268
                    140,                0.91763,                0.71131,                 1.0393,                0.80594,                0.90645,                0.87873,                0.67055,                0.90076,                0.77007,                 0.9797,              0.0017248,              0.0017248,              0.0017248
                    141,                0.90829,                0.77616,                 0.9909,                0.85196,                0.85874,                0.93286,                0.70707,                 0.8248,                0.69689,                0.96631,              0.0017228,              0.0017228,              0.0017228
                    142,                0.85565,                0.69095,                0.98921,                0.85196,                0.85874,                0.93286,                0.70707,                 0.8248,                0.69689,                0.96631,              0.0017208,              0.0017208,              0.0017208
                    143,                0.87015,                0.69362,                 1.0003,                0.79087,                0.90423,                0.91263,                0.73072,                0.75385,                0.67548,                0.95813,              0.0017188,              0.0017188,              0.0017188
                    144,                0.97997,                0.75919,                 1.0138,                0.79087,                0.90423,                0.91263,                0.73072,                0.75385,                0.67548,                0.95813,              0.0017169,              0.0017169,              0.0017169
                    145,                0.89088,                0.72952,                0.97313,                0.83802,                 0.8931,                 0.9358,                0.72682,                0.83875,                0.68298,                0.95437,              0.0017149,              0.0017149,              0.0017149
                    146,                 0.7915,                0.70471,                0.98816,                0.83802,                 0.8931,                 0.9358,                0.72682,                0.83875,                0.68298,                0.95437,              0.0017129,              0.0017129,              0.0017129
